poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,imputed_sample_size,politician_id,politician,favorable,unfavorable,alternate_answers,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable
88590,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/6/24,10/7/24,,"",,212118,1235,lv,,lv,,10/9/24 09:37,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,"",,,1235,6826,Kamala Harris,48.0,51.0,0.0,32.0,16.0,8.0,44.0
88590,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/6/24,10/7/24,,"",,212120,1604,a,,a,,10/9/24 09:37,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Pwxjq7k.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Pwxjq7k.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,"",,,1604,3033,Tim Walz,41.0,43.0,17.0,24.0,16.0,11.0,32.0
88590,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/6/24,10/7/24,,"",,212121,1414,rv,,rv,,10/9/24 09:37,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,"",,,1414,3033,Tim Walz,47.0,45.0,8.0,30.0,16.0,10.0,35.0
88590,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/6/24,10/7/24,,"",,212122,1235,lv,,lv,,10/9/24 09:37,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,"",,,1235,3033,Tim Walz,48.0,46.0,6.0,32.0,16.0,10.0,36.0
88928,1406,Navigator,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),1.3,0.3,Online Panel,4.5,,10/3/24,10/7/24,,"",,214071,1000,rv,,rv,,10/25/24 08:52,"",https://navigatorresearch.org/half-of-americans-think-the-presidential-election-is-too-close-to-predict-a-winner-or-dont-follow-enough-to-say/,https://navigatorresearch.org/half-of-americans-think-the-presidential-election-is-too-close-to-predict-a-winner-or-dont-follow-enough-to-say/,https://navigatorresearch.org/wp-content/uploads/2024/10/Navigator-October-Topline-Results-102324.pdf,,"",,,1000,6826,Kamala Harris,49.0,48.0,3.0,34.0,15.0,9.0,39.0
88928,1406,Navigator,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),1.3,0.3,Online Panel,4.5,,10/3/24,10/7/24,,"",,214073,1000,rv,,rv,,10/25/24 08:52,"",https://navigatorresearch.org/half-of-americans-think-the-presidential-election-is-too-close-to-predict-a-winner-or-dont-follow-enough-to-say/,https://navigatorresearch.org/half-of-americans-think-the-presidential-election-is-too-close-to-predict-a-winner-or-dont-follow-enough-to-say/,https://navigatorresearch.org/wp-content/uploads/2024/10/Navigator-October-Topline-Results-102324.pdf,,"",,,1000,11,Donald Trump,42.0,57.0,1.0,27.0,15.0,9.0,47.0
88928,1406,Navigator,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),1.3,0.3,Online Panel,4.5,,10/3/24,10/7/24,,"",,214075,1000,rv,,rv,,10/25/24 08:52,"",https://navigatorresearch.org/half-of-americans-think-the-presidential-election-is-too-close-to-predict-a-winner-or-dont-follow-enough-to-say/,https://navigatorresearch.org/half-of-americans-think-the-presidential-election-is-too-close-to-predict-a-winner-or-dont-follow-enough-to-say/,https://navigatorresearch.org/wp-content/uploads/2024/10/Navigator-October-Topline-Results-102324.pdf,,"",,,1000,42,Joe Biden,41.0,56.0,3.0,21.0,20.0,15.0,42.0
88928,1406,Navigator,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),1.3,0.3,Online Panel,4.5,,10/3/24,10/7/24,,"",,214077,1000,rv,,rv,,10/25/24 08:52,"",https://navigatorresearch.org/half-of-americans-think-the-presidential-election-is-too-close-to-predict-a-winner-or-dont-follow-enough-to-say/,https://navigatorresearch.org/half-of-americans-think-the-presidential-election-is-too-close-to-predict-a-winner-or-dont-follow-enough-to-say/,https://navigatorresearch.org/wp-content/uploads/2024/10/Navigator-October-Topline-Results-102324.pdf,,"",,,1000,3033,Tim Walz,41.0,35.0,24.0,24.0,16.0,9.0,26.0
88928,1406,Navigator,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),1.3,0.3,Online Panel,4.5,,10/3/24,10/7/24,,"",,214079,1000,rv,,rv,,10/25/24 08:52,"",https://navigatorresearch.org/half-of-americans-think-the-presidential-election-is-too-close-to-predict-a-winner-or-dont-follow-enough-to-say/,https://navigatorresearch.org/half-of-americans-think-the-presidential-election-is-too-close-to-predict-a-winner-or-dont-follow-enough-to-say/,https://navigatorresearch.org/wp-content/uploads/2024/10/Navigator-October-Topline-Results-102324.pdf,,"",,,1000,13265,JD Vance,35.0,44.0,21.0,18.0,18.0,10.0,34.0
88562,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3.0,,10/4/24,10/6/24,,"",,211899,2122,lv,,lv,,10/8/24 10:39,"",https://pro.morningconsult.com/trackers/2024-presidential-election-polling,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,"",,,2122,11,Donald Trump,45.0,53.0,2.0,33.0,12.0,6.0,47.0
88562,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3.0,,10/4/24,10/6/24,,"",,211900,2122,lv,,lv,,10/8/24 10:39,"",https://pro.morningconsult.com/trackers/2024-presidential-election-polling,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,"",,,2122,6826,Kamala Harris,52.0,47.0,1.0,38.0,14.0,8.0,39.0
88562,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3.0,,10/4/24,10/6/24,,"",,211901,2122,lv,,lv,,10/8/24 10:39,"",https://pro.morningconsult.com/trackers/2024-presidential-election-polling,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,"",,,2122,13265,JD Vance,40.0,49.0,11.0,25.0,15.0,10.0,39.0
88562,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3.0,,10/4/24,10/6/24,,"",,211902,2122,lv,,lv,,10/8/24 10:39,"",https://pro.morningconsult.com/trackers/2024-presidential-election-polling,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,"",,,2122,3033,Tim Walz,48.0,39.0,13.0,30.0,18.0,9.0,30.0
88562,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3.0,,10/4/24,10/6/24,,"",,212054,2122,lv,,lv,,10/8/24 20:44,"",https://pro.morningconsult.com/trackers/2024-presidential-election-polling,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,"",,,2122,42,Joe Biden,47.0,52.0,1.0,27.0,20.0,11.0,41.0
88550,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,9/29/24,10/6/24,,"",,211836,3385,lv,,lv,,10/8/24 09:08,"",https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-likely-electorate-crosstabs.html,"",,,3385,11,Donald Trump,46.0,52.0,2.0,30.0,16.0,6.0,45.0
88550,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,9/29/24,10/6/24,,"",,211838,3385,lv,,lv,,10/8/24 09:08,"",https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-likely-electorate-crosstabs.html,"",,,3385,6826,Kamala Harris,49.0,48.0,2.0,30.0,20.0,9.0,39.0
88542,568,YouGov,"","",YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/5/24,,"",,211819,1106,a,,a,,10/7/24 16:05,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/Vice_Presidential_Debate_poll_results.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/Vice_Presidential_Debate_poll_results.pdf,"",,,1106,3033,Tim Walz,44.0,41.0,15.0,26.0,18.0,14.0,27.0
88542,568,YouGov,"","",YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/5/24,,"",,211821,1106,a,,a,,10/7/24 16:05,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/Vice_Presidential_Debate_poll_results.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/Vice_Presidential_Debate_poll_results.pdf,"",,,1106,13265,JD Vance,40.0,45.0,15.0,24.0,16.0,11.0,34.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211693,1714,a,,a,,10/7/24 10:01,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,,"",,,1714,6826,Kamala Harris,46.0,49.0,5.0,27.0,19.0,11.0,38.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211694,1714,a,,a,,10/7/24 10:01,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,,"",,,1714,13265,JD Vance,37.0,48.0,15.0,19.0,18.0,13.0,35.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211695,1714,a,,a,,10/7/24 10:01,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,,"",,,1714,3033,Tim Walz,43.0,40.0,17.0,22.0,21.0,12.0,28.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211755,1714,a,,a,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1714,42,Joe Biden,38.0,58.0,4.0,17.0,21.0,16.0,43.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211756,1149,rv,,rv,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1149,42,Joe Biden,41.0,58.0,1.0,21.0,20.0,12.0,46.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211758,1714,a,,a,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1714,11,Donald Trump,44.0,53.0,4.0,25.0,19.0,9.0,44.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211759,1148,rv,,rv,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1148,11,Donald Trump,46.0,53.0,1.0,28.0,17.0,7.0,46.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211761,1146,rv,,rv,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1146,6826,Kamala Harris,47.0,51.0,2.0,31.0,16.0,7.0,44.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211763,1148,rv,,rv,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1148,13265,JD Vance,43.0,49.0,8.0,25.0,18.0,11.0,38.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211765,1148,rv,,rv,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1148,3033,Tim Walz,47.0,44.0,8.0,27.0,20.0,11.0,33.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211767,1033,lv,,lv,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1033,42,Joe Biden,42.0,57.0,1.0,22.0,20.0,11.0,46.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211768,1033,lv,,lv,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1033,11,Donald Trump,46.0,53.0,1.0,29.0,17.0,6.0,47.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211769,1033,lv,,lv,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1033,6826,Kamala Harris,48.0,50.0,1.0,32.0,16.0,7.0,44.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211770,1033,lv,,lv,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1033,13265,JD Vance,44.0,50.0,7.0,26.0,18.0,11.0,38.0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/2/24,10/4/24,,"",,211771,1033,lv,,lv,,10/7/24 13:43,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,"",,,1033,3033,Tim Walz,48.0,44.0,8.0,28.0,20.0,10.0,34.0
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211772,1013,a,,a,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,1013,6826,Kamala Harris,48.5,44.0,7.5,30.6,17.9,10.5,33.5
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211773,841,rv,,rv,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,841,6826,Kamala Harris,51.4,45.8,2.8,33.9,17.5,9.4,36.4
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211774,755,lv,,lv,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,755,6826,Kamala Harris,52.4,46.3,1.3,35.8,16.6,8.0,38.4
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211776,1013,a,,a,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,1013,3033,Tim Walz,43.4,40.0,16.6,23.0,20.3,11.9,28.1
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211777,841,rv,,rv,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,841,3033,Tim Walz,46.9,43.0,10.1,26.4,20.5,11.7,31.3
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211778,755,lv,,lv,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,755,3033,Tim Walz,49.7,43.3,7.0,28.7,21.0,10.6,32.7
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211780,1013,a,,a,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,1013,11,Donald Trump,43.3,50.1,6.5,27.2,16.2,8.8,41.3
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211781,841,rv,,rv,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,841,11,Donald Trump,44.5,53.1,1.2,28.6,15.8,8.3,44.8
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211782,755,lv,,lv,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,755,11,Donald Trump,45.8,52.9,1.2,30.3,15.6,7.6,45.3
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211784,1013,a,,a,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,1013,13265,JD Vance,38.9,44.5,16.5,21.3,17.7,13.3,31.2
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211785,841,rv,,rv,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,841,13265,JD Vance,43.0,47.6,9.4,24.3,18.7,12.8,34.8
88539,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,10/2/24,10/4/24,,"",,211786,755,lv,,lv,,10/7/24 13:43,"",https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,,,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-10.04.24.pdf,"",false,,755,13265,JD Vance,45.6,47.8,6.6,26.4,19.2,11.9,35.9
88515,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.6,-1.2,Online Panel,10.0,,10/2/24,10/3/24,,"",,211640,1211,lv,,lv,,10/4/24 12:12,"",https://www.dataforprogress.org/blog/2024/10/4/harris-leads-trump-by-3-improves-standing-on-economic-issues,https://www.dataforprogress.org/blog/2024/10/4/harris-leads-trump-by-3-improves-standing-on-economic-issues,,https://www.filesforprogress.org/datasets/2024/9/dfp_post_vp_debate_tabs.pdf,"",false,,1211,42,Joe Biden,45.0,55.0,1.0,23.0,22.0,12.0,43.0
88515,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.6,-1.2,Online Panel,10.0,,10/2/24,10/3/24,,"",,211642,1211,lv,,lv,,10/4/24 12:12,"",https://www.dataforprogress.org/blog/2024/10/4/harris-leads-trump-by-3-improves-standing-on-economic-issues,https://www.dataforprogress.org/blog/2024/10/4/harris-leads-trump-by-3-improves-standing-on-economic-issues,,https://www.filesforprogress.org/datasets/2024/9/dfp_post_vp_debate_tabs.pdf,"",false,,1211,11,Donald Trump,44.0,56.0,1.0,31.0,13.0,10.0,46.0
88515,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.6,-1.2,Online Panel,10.0,,10/2/24,10/3/24,,"",,211644,1211,lv,,lv,,10/4/24 12:12,"",https://www.dataforprogress.org/blog/2024/10/4/harris-leads-trump-by-3-improves-standing-on-economic-issues,https://www.dataforprogress.org/blog/2024/10/4/harris-leads-trump-by-3-improves-standing-on-economic-issues,,https://www.filesforprogress.org/datasets/2024/9/dfp_post_vp_debate_tabs.pdf,"",false,,1211,6826,Kamala Harris,50.0,48.0,2.0,36.0,14.0,9.0,39.0
88515,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.6,-1.2,Online Panel,10.0,,10/2/24,10/3/24,,"",,211646,1211,lv,,lv,,10/4/24 12:12,"",https://www.dataforprogress.org/blog/2024/10/4/harris-leads-trump-by-3-improves-standing-on-economic-issues,https://www.dataforprogress.org/blog/2024/10/4/harris-leads-trump-by-3-improves-standing-on-economic-issues,,https://www.filesforprogress.org/datasets/2024/9/dfp_post_vp_debate_tabs.pdf,"",false,,1211,13265,JD Vance,40.0,46.0,14.0,24.0,16.0,13.0,33.0
88515,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.6,-1.2,Online Panel,10.0,,10/2/24,10/3/24,,"",,211648,1211,lv,,lv,,10/4/24 12:12,"",https://www.dataforprogress.org/blog/2024/10/4/harris-leads-trump-by-3-improves-standing-on-economic-issues,https://www.dataforprogress.org/blog/2024/10/4/harris-leads-trump-by-3-improves-standing-on-economic-issues,,https://www.filesforprogress.org/datasets/2024/9/dfp_post_vp_debate_tabs.pdf,"",false,,1211,3033,Tim Walz,44.0,38.0,18.0,26.0,18.0,11.0,27.0
88577,1347,Cygnal,"","",Cygnal,67,Cygnal,2.1,-1.1,,4.0,,10/2/24,10/3/24,,"",,212059,1500,lv,,lv,,10/8/24 20:45,"",https://www.cygn.al/early-vote-results-appear-in-national-poll-vances-image-improves-post-debate-key-voter-groups-want-split-control-of-government/,https://www.cygn.al/early-vote-results-appear-in-national-poll-vances-image-improves-post-debate-key-voter-groups-want-split-control-of-government/,,https://www.cygn.al/wp-content/uploads/2024/10/Early-Oct-2024-Cygnal-National-Poll.pdf,"",,,1500,6826,Kamala Harris,49.4,48.7,1.8,34.8,14.6,6.2,42.5
88577,1347,Cygnal,"","",Cygnal,67,Cygnal,2.1,-1.1,,4.0,,10/2/24,10/3/24,,"",,212060,1500,lv,,lv,,10/8/24 20:45,"",https://www.cygn.al/early-vote-results-appear-in-national-poll-vances-image-improves-post-debate-key-voter-groups-want-split-control-of-government/,https://www.cygn.al/early-vote-results-appear-in-national-poll-vances-image-improves-post-debate-key-voter-groups-want-split-control-of-government/,,https://www.cygn.al/wp-content/uploads/2024/10/Early-Oct-2024-Cygnal-National-Poll.pdf,"",,,1500,11,Donald Trump,47.1,51.5,1.4,34.0,13.1,6.3,45.2
